TaskID,WorkflowStepIndex,MappedRequestID,RequiredModelType
task_Server2_test_1_166,1,req_4117196,ChatGPT
task_Server2_test_1_166,2,req_1940879,ChatGPT
task_Server2_test_1_166,3,req_4989418,GPT-4
task_Server2_test_1_166,4,req_3239271,GPT-4v
task_Server2_test_1_167,0,req_2587838,GPT-4
task_Server2_test_1_167,1,req_2310834,GPT-4v
task_Server2_test_1_167,2,req_1519784,GPT-4v
task_Server2_test_1_167,3,req_4369251,GPT-4v
task_Server2_test_1_167,4,req_2676106,GPT-4v
task_Server2_test_1_168,0,req_5287483,GPT-4
task_Server2_test_1_168,1,req_2276626,GPT-4v
task_Server2_test_1_168,2,req_1579656,GPT-4v
task_Server2_test_1_168,3,req_2912023,ChatGPT
task_Server2_test_1_168,4,req_3935143,GPT-4v
task_Server2_test_1_169,0,req_5072750,GPT-4
task_Server2_test_1_169,1,req_2304288,GPT-4v
task_Server2_test_1_169,2,req_4757268,ChatGPT
task_Server2_test_1_169,3,req_4018486,GPT-4v
task_Server2_test_1_169,4,req_3868042,ChatGPT
task_Server2_test_1_170,0,req_2697699,ChatGPT
task_Server2_test_1_170,1,req_4994875,ChatGPT
task_Server2_test_1_170,2,req_2399526,ChatGPT
task_Server2_test_1_170,3,req_3631110,ChatGPT
task_Server2_test_1_170,4,req_2237770,GPT-4
task_Server2_test_1_171,0,req_4157604,ChatGPT
task_Server2_test_1_171,1,req_3666254,GPT-4
task_Server2_test_1_171,2,req_4785282,ChatGPT
task_Server2_test_1_171,3,req_3703339,ChatGPT
task_Server2_test_1_171,4,req_5185136,ChatGPT
task_Server2_test_1_172,0,req_2851208,ChatGPT
task_Server2_test_1_172,1,req_3340886,ChatGPT
task_Server2_test_1_172,2,req_3635355,ChatGPT
task_Server2_test_1_172,3,req_3042430,ChatGPT
task_Server2_test_1_172,4,req_4989771,GPT-4
task_Server2_test_1_173,0,req_4828603,ChatGPT
task_Server2_test_1_173,1,req_4531827,ChatGPT
task_Server2_test_1_173,2,req_3255302,GPT-4
task_Server2_test_1_173,3,req_2980823,GPT-4v
task_Server2_test_1_173,4,req_4827978,ChatGPT
task_Server2_test_1_174,0,req_4304034,GPT-4
task_Server2_test_1_174,1,req_3634271,GPT-4v
task_Server2_test_1_174,2,req_3939239,ChatGPT
task_Server2_test_1_174,3,req_4366570,GPT-4v
task_Server2_test_1_174,4,req_3335113,ChatGPT
task_Server2_test_1_175,0,req_3985292,ChatGPT
task_Server2_test_1_175,1,req_4269957,ChatGPT
task_Server2_test_1_175,2,req_4062909,ChatGPT
task_Server2_test_1_175,3,req_2143552,GPT-4
task_Server2_test_1_175,4,req_2266176,ChatGPT
task_Server2_test_1_176,0,req_2189423,ChatGPT
task_Server2_test_1_176,1,req_4185118,ChatGPT
task_Server2_test_1_176,2,req_2535696,ChatGPT
task_Server2_test_1_176,3,req_1524012,ChatGPT
task_Server2_test_1_176,4,req_5116113,GPT-4
task_Server2_test_1_177,0,req_1518993,ChatGPT
task_Server2_test_1_177,1,req_4640486,ChatGPT
task_Server2_test_1_177,2,req_4491654,GPT-4
task_Server2_test_1_177,3,req_5056025,ChatGPT
task_Server2_test_1_177,4,req_4330250,GPT-4v
task_Server2_test_1_178,0,req_2885710,ChatGPT
task_Server2_test_1_178,1,req_5074886,GPT-4
task_Server2_test_1_178,2,req_4165811,GPT-4v
task_Server2_test_1_178,3,req_3591236,ChatGPT
task_Server2_test_1_178,4,req_4723632,GPT-4v
task_Server2_test_1_179,0,req_1914459,ChatGPT
task_Server2_test_1_179,1,req_4043608,ChatGPT
task_Server2_test_1_179,2,req_4749857,ChatGPT
task_Server2_test_1_179,3,req_2999014,ChatGPT
task_Server2_test_1_179,4,req_1916740,GPT-4
task_Server2_test_1_180,0,req_2076812,ChatGPT
task_Server2_test_1_180,1,req_2816128,GPT-4
task_Server2_test_1_180,2,req_4004102,ChatGPT
task_Server2_test_1_180,3,req_3009224,ChatGPT
task_Server2_test_1_180,4,req_3964424,ChatGPT
task_Server2_test_1_181,0,req_4234333,ChatGPT
task_Server2_test_1_181,1,req_5105407,GPT-4
task_Server2_test_1_181,2,req_4759692,GPT-4v
task_Server2_test_1_181,3,req_4441925,ChatGPT
task_Server2_test_1_181,4,req_4542707,ChatGPT
task_Server2_test_1_182,0,req_4222816,ChatGPT
task_Server2_test_1_182,1,req_3470309,ChatGPT
task_Server2_test_1_182,2,req_3007288,ChatGPT
task_Server2_test_1_182,3,req_4448321,GPT-4
task_Server2_test_1_182,4,req_3664425,GPT-4v
task_Server2_test_1_183,0,req_1702996,ChatGPT
task_Server2_test_1_183,1,req_4845034,ChatGPT
task_Server2_test_1_183,2,req_4264291,GPT-4
task_Server2_test_1_183,3,req_4949948,GPT-4v
task_Server2_test_1_183,4,req_4249497,GPT-4v
task_Server2_test_1_184,0,req_1972317,ChatGPT
task_Server2_test_1_184,1,req_4295495,GPT-4
task_Server2_test_1_184,2,req_1892364,ChatGPT
task_Server2_test_1_184,3,req_2886684,GPT-4v
task_Server2_test_1_184,4,req_3150423,ChatGPT
task_Server2_test_1_185,0,req_2208960,ChatGPT
task_Server2_test_1_185,1,req_3562745,GPT-4
task_Server2_test_1_185,2,req_3333011,ChatGPT
task_Server2_test_1_185,3,req_4843633,ChatGPT
task_Server2_test_1_185,4,req_5086549,ChatGPT
task_Server2_test_1_186,0,req_2676120,GPT-4
task_Server2_test_1_186,1,req_2929673,ChatGPT
task_Server2_test_1_186,2,req_3633936,ChatGPT
task_Server2_test_1_186,3,req_3082575,ChatGPT
task_Server2_test_1_186,4,req_2301267,ChatGPT
task_Server2_test_1_187,0,req_3732775,ChatGPT
task_Server2_test_1_187,1,req_2850557,GPT-4
task_Server2_test_1_187,2,req_1550272,GPT-4v
task_Server2_test_1_187,3,req_2839942,GPT-4v
task_Server2_test_1_187,4,req_4407206,GPT-4v
task_Server2_test_1_188,0,req_2071671,ChatGPT
task_Server2_test_1_188,1,req_3856486,ChatGPT
task_Server2_test_1_188,2,req_2644430,GPT-4
task_Server2_test_1_188,3,req_4773170,GPT-4v
task_Server2_test_1_188,4,req_3270860,ChatGPT
task_Server2_test_1_189,0,req_4599749,ChatGPT
task_Server2_test_1_189,1,req_2349676,ChatGPT
task_Server2_test_1_189,2,req_1562375,ChatGPT
task_Server2_test_1_189,3,req_3899254,ChatGPT
task_Server2_test_1_189,4,req_4964943,GPT-4
task_Server2_test_1_190,0,req_2500471,ChatGPT
task_Server2_test_1_190,1,req_4224821,ChatGPT
task_Server2_test_1_190,2,req_1554869,ChatGPT
task_Server2_test_1_190,3,req_1957004,GPT-4
task_Server2_test_1_190,4,req_2053663,GPT-4v
task_Server2_test_1_191,0,req_3509697,ChatGPT
task_Server2_test_1_191,1,req_2719387,ChatGPT
task_Server2_test_1_191,2,req_1726852,ChatGPT
task_Server2_test_1_191,3,req_4960806,ChatGPT
task_Server2_test_1_191,4,req_5205683,GPT-4
task_Server2_test_1_192,0,req_4661625,ChatGPT
task_Server2_test_1_192,1,req_2452701,ChatGPT
task_Server2_test_1_192,2,req_1839784,ChatGPT
task_Server2_test_1_192,3,req_2680634,GPT-4
task_Server2_test_1_192,4,req_1730844,GPT-4v
task_Server2_test_1_193,0,req_5243877,ChatGPT
task_Server2_test_1_193,1,req_4875305,ChatGPT
task_Server2_test_1_193,2,req_1781907,ChatGPT
task_Server2_test_1_193,3,req_2786802,ChatGPT
task_Server2_test_1_193,4,req_5108855,GPT-4
task_Server2_test_1_194,0,req_4207384,ChatGPT
task_Server2_test_1_194,1,req_2763376,ChatGPT
task_Server2_test_1_194,2,req_2661460,GPT-4
task_Server2_test_1_194,3,req_3822895,ChatGPT
task_Server2_test_1_194,4,req_3326946,ChatGPT
task_Server2_test_1_195,0,req_1567236,ChatGPT
task_Server2_test_1_195,1,req_4174290,ChatGPT
task_Server2_test_1_195,2,req_3032114,ChatGPT
task_Server2_test_1_195,3,req_3730315,ChatGPT
task_Server2_test_1_195,4,req_2695230,GPT-4
task_Server2_test_1_196,0,req_2459311,ChatGPT
task_Server2_test_1_196,1,req_3834749,ChatGPT
task_Server2_test_1_196,2,req_4241958,ChatGPT
task_Server2_test_1_196,3,req_1768955,ChatGPT
task_Server2_test_1_196,4,req_5075843,GPT-4
task_Server2_test_1_197,0,req_3176947,ChatGPT
task_Server2_test_1_197,1,req_3646014,GPT-4
task_Server2_test_1_197,2,req_3180193,GPT-4v
task_Server2_test_1_197,3,req_4860355,ChatGPT
task_Server2_test_1_197,4,req_3956685,ChatGPT
task_Server2_test_1_198,0,req_2082254,GPT-4
task_Server2_test_1_198,1,req_3944589,GPT-4v
task_Server2_test_1_198,2,req_4221502,ChatGPT
task_Server2_test_1_198,3,req_3048395,ChatGPT
task_Server2_test_1_198,4,req_2051436,ChatGPT
task_Server2_test_1_199,0,req_4435145,ChatGPT
task_Server2_test_1_199,1,req_4252017,ChatGPT
task_Server2_test_1_199,2,req_1910198,ChatGPT
task_Server2_test_1_199,3,req_1942463,GPT-4
task_Server2_test_1_199,4,req_1882257,ChatGPT
task_Server2_train_0_0,0,req_629612,GPT-4
task_Server2_train_0_0,1,req_1341831,GPT-4
task_Server2_train_0_0,2,req_918918,ChatGPT
task_Server2_train_0_0,3,req_504682,ChatGPT
task_Server2_train_0_0,4,req_360055,ChatGPT
task_Server2_train_0_1,0,req_770182,GPT-4
task_Server2_train_0_1,1,req_507536,ChatGPT
task_Server2_train_0_1,2,req_533656,GPT-4
task_Server2_train_0_1,3,req_668670,GPT-4v
task_Server2_train_0_1,4,req_441791,GPT-4v
task_Server2_train_0_2,0,req_461955,GPT-4
task_Server2_train_0_2,1,req_1092120,ChatGPT
task_Server2_train_0_2,2,req_771407,GPT-4v
task_Server2_train_0_2,3,req_1013116,GPT-4v
task_Server2_train_0_2,4,req_933489,ChatGPT
task_Server2_train_0_3,0,req_1281807,GPT-4
task_Server2_train_0_3,1,req_1215339,GPT-4
task_Server2_train_0_3,2,req_722897,GPT-4v
task_Server2_train_0_3,3,req_236853,GPT-4v
task_Server2_train_0_3,4,req_433048,ChatGPT
task_Server2_train_0_4,0,req_618782,GPT-4
task_Server2_train_0_4,1,req_706368,GPT-4
task_Server2_train_0_4,2,req_1294380,ChatGPT
task_Server2_train_0_4,3,req_107192,ChatGPT
task_Server2_train_0_4,4,req_62057,GPT-4v
task_Server2_train_0_5,0,req_1076023,GPT-4
task_Server2_train_0_5,1,req_1075946,GPT-4
task_Server2_train_0_5,2,req_274342,GPT-4
task_Server2_train_0_5,3,req_269902,GPT-4v
task_Server2_train_0_5,4,req_740466,ChatGPT
task_Server2_train_0_6,0,req_283942,ChatGPT
task_Server2_train_0_6,1,req_914017,ChatGPT
task_Server2_train_0_6,2,req_834530,GPT-4v
task_Server2_train_0_6,3,req_586170,ChatGPT
task_Server2_train_0_6,4,req_112935,ChatGPT
task_Server2_train_0_7,0,req_282927,GPT-4
task_Server2_train_0_7,1,req_1313563,GPT-4v
task_Server2_train_0_7,2,req_378262,GPT-4v
task_Server2_train_0_7,3,req_404350,GPT-4v
task_Server2_train_0_7,4,req_1231420,GPT-4v
task_Server2_train_0_8,0,req_554067,ChatGPT
task_Server2_train_0_8,1,req_551030,ChatGPT
task_Server2_train_0_8,2,req_969721,GPT-4v
task_Server2_train_0_8,3,req_427693,GPT-4v
task_Server2_train_0_8,4,req_353375,GPT-4v
task_Server2_train_0_9,0,req_563205,GPT-4
task_Server2_train_0_9,1,req_1171314,GPT-4
task_Server2_train_0_9,2,req_426379,ChatGPT
task_Server2_train_0_9,3,req_1023657,ChatGPT
task_Server2_train_0_9,4,req_571054,GPT-4v
task_Server2_train_0_10,0,req_868838,GPT-4
task_Server2_train_0_10,1,req_274240,ChatGPT
task_Server2_train_0_10,2,req_999841,ChatGPT
task_Server2_train_0_10,3,req_665302,GPT-4v
task_Server2_train_0_10,4,req_592964,GPT-4v
task_Server2_train_0_11,0,req_148683,ChatGPT
task_Server2_train_0_11,1,req_1146167,GPT-4
task_Server2_train_0_11,2,req_1346298,GPT-4
task_Server2_train_0_11,3,req_732419,ChatGPT
task_Server2_train_0_11,4,req_301233,GPT-4v
task_Server2_train_0_12,0,req_512442,GPT-4
task_Server2_train_0_12,1,req_789745,ChatGPT
task_Server2_train_0_12,2,req_82540,GPT-4v
task_Server2_train_0_12,3,req_193269,ChatGPT
task_Server2_train_0_12,4,req_601921,GPT-4v
task_Server2_train_0_13,0,req_244293,ChatGPT
task_Server2_train_0_13,1,req_1038169,ChatGPT
task_Server2_train_0_13,2,req_771106,ChatGPT
task_Server2_train_0_13,3,req_497010,ChatGPT
task_Server2_train_0_13,4,req_107272,ChatGPT
task_Server2_train_0_14,0,req_768662,GPT-4
task_Server2_train_0_14,1,req_292956,ChatGPT
task_Server2_train_0_14,2,req_1417519,ChatGPT
task_Server2_train_0_14,3,req_205295,ChatGPT
task_Server2_train_0_14,4,req_159101,GPT-4v
task_Server2_train_0_15,0,req_1380058,ChatGPT
task_Server2_train_0_15,1,req_1417996,ChatGPT
task_Server2_train_0_15,2,req_461974,GPT-4
task_Server2_train_0_15,3,req_876868,GPT-4
task_Server2_train_0_15,4,req_832250,ChatGPT
task_Server2_train_0_16,0,req_374295,GPT-4
task_Server2_train_0_16,1,req_343967,ChatGPT
task_Server2_train_0_16,2,req_242362,GPT-4v
task_Server2_train_0_16,3,req_87609,ChatGPT
task_Server2_train_0_16,4,req_134268,ChatGPT
task_Server2_train_0_17,0,req_866082,GPT-4
task_Server2_train_0_17,1,req_113700,ChatGPT
task_Server2_train_0_17,2,req_1403466,ChatGPT
task_Server2_train_0_17,3,req_1185621,ChatGPT
task_Server2_train_0_17,4,req_1008814,GPT-4v
task_Server2_train_0_18,0,req_1201874,GPT-4
task_Server2_train_0_18,1,req_1127553,GPT-4v
task_Server2_train_0_18,2,req_1018934,GPT-4v
task_Server2_train_0_18,3,req_699733,GPT-4v
task_Server2_train_0_18,4,req_191318,ChatGPT
task_Server2_train_0_19,0,req_261332,ChatGPT
task_Server2_train_0_19,1,req_389658,ChatGPT
task_Server2_train_0_19,2,req_427966,GPT-4v
task_Server2_train_0_19,3,req_857476,GPT-4v
task_Server2_train_0_19,4,req_1293869,ChatGPT
task_Server2_train_0_20,0,req_746684,GPT-4
task_Server2_train_0_20,1,req_658493,GPT-4v
task_Server2_train_0_20,2,req_309606,GPT-4v
task_Server2_train_0_20,3,req_1009972,GPT-4v
task_Server2_train_0_20,4,req_923356,ChatGPT
task_Server2_train_0_21,0,req_417405,GPT-4
task_Server2_train_0_21,1,req_749177,GPT-4v
task_Server2_train_0_21,2,req_473982,GPT-4v
task_Server2_train_0_21,3,req_807352,GPT-4v
task_Server2_train_0_21,4,req_1158053,GPT-4v
task_Server2_train_0_22,0,req_1143343,GPT-4
task_Server2_train_0_22,1,req_465534,ChatGPT
task_Server2_train_0_22,2,req_200609,ChatGPT
task_Server2_train_0_22,3,req_1306390,ChatGPT
task_Server2_train_0_22,4,req_1321581,ChatGPT
task_Server2_train_0_23,0,req_527983,ChatGPT
task_Server2_train_0_23,1,req_680703,ChatGPT
task_Server2_train_0_23,2,req_568432,ChatGPT
task_Server2_train_0_23,3,req_357876,ChatGPT
task_Server2_train_0_23,4,req_1185378,GPT-4v
task_Server2_train_0_24,0,req_78789,ChatGPT
task_Server2_train_0_24,1,req_785253,ChatGPT
task_Server2_train_0_24,2,req_775514,ChatGPT
task_Server2_train_0_24,3,req_300459,ChatGPT
task_Server2_train_0_24,4,req_291405,ChatGPT
task_Server2_train_0_25,0,req_1345184,GPT-4
task_Server2_train_0_25,1,req_471038,GPT-4
task_Server2_train_0_25,2,req_390273,GPT-4v
task_Server2_train_0_25,3,req_948451,GPT-4v
task_Server2_train_0_25,4,req_664092,GPT-4v
task_Server2_train_0_26,0,req_223527,ChatGPT
task_Server2_train_0_26,1,req_208847,ChatGPT
task_Server2_train_0_26,2,req_1148442,GPT-4
task_Server2_train_0_26,3,req_347387,GPT-4v
task_Server2_train_0_26,4,req_1039221,GPT-4v
task_Server2_train_0_27,0,req_320922,ChatGPT
task_Server2_train_0_27,1,req_750297,ChatGPT
task_Server2_train_0_27,2,req_812878,ChatGPT
task_Server2_train_0_27,3,req_993506,ChatGPT
task_Server2_train_0_27,4,req_809380,GPT-4v
task_Server2_train_0_28,0,req_1075059,GPT-4
task_Server2_train_0_28,1,req_139855,GPT-4v
task_Server2_train_0_28,2,req_552690,GPT-4v
task_Server2_train_0_28,3,req_653290,ChatGPT
task_Server2_train_0_28,4,req_1226660,ChatGPT
task_Server2_train_0_29,0,req_1239963,GPT-4
task_Server2_train_0_29,1,req_684894,GPT-4
task_Server2_train_0_29,2,req_1175011,GPT-4
task_Server2_train_0_29,3,req_90247,ChatGPT
task_Server2_train_0_29,4,req_152662,GPT-4v
task_Server2_train_0_30,0,req_417063,ChatGPT
task_Server2_train_0_30,1,req_676473,ChatGPT
task_Server2_train_0_30,2,req_1033785,ChatGPT
task_Server2_train_0_30,3,req_331859,GPT-4v
task_Server2_train_0_30,4,req_1352145,GPT-4v
task_Server2_train_0_31,0,req_1143778,GPT-4
task_Server2_train_0_31,1,req_706999,ChatGPT
task_Server2_train_0_31,2,req_835608,GPT-4v
task_Server2_train_0_31,3,req_1404968,ChatGPT
task_Server2_train_0_31,4,req_884887,ChatGPT
task_Server2_train_0_32,0,req_886785,GPT-4
task_Server2_train_0_32,1,req_550476,ChatGPT
task_Server2_train_0_32,2,req_444519,ChatGPT
task_Server2_train_0_32,3,req_317350,ChatGPT
task_Server2_train_0_32,4,req_255595,GPT-4v
task_Server2_train_0_33,0,req_1380699,ChatGPT
task_Server2_train_0_33,1,req_567996,ChatGPT
task_Server2_train_0_33,2,req_1136874,GPT-4v
task_Server2_train_0_33,3,req_452663,GPT-4v
task_Server2_train_0_33,4,req_436480,ChatGPT
task_Server2_train_0_34,0,req_525967,ChatGPT
task_Server2_train_0_34,1,req_1287227,GPT-4
task_Server2_train_0_34,2,req_169530,ChatGPT
task_Server2_train_0_34,3,req_866929,GPT-4
task_Server2_train_0_34,4,req_976706,ChatGPT
task_Server2_train_0_35,0,req_617645,GPT-4
task_Server2_train_0_35,1,req_265949,GPT-4v
task_Server2_train_0_35,2,req_249127,GPT-4v
task_Server2_train_0_35,3,req_940016,GPT-4v
task_Server2_train_0_35,4,req_1178933,GPT-4v
task_Server2_train_0_36,0,req_686223,GPT-4
task_Server2_train_0_36,1,req_513219,ChatGPT
task_Server2_train_0_36,2,req_482727,GPT-4
task_Server2_train_0_36,3,req_1236905,GPT-4
task_Server2_train_0_36,4,req_234773,ChatGPT
task_Server2_train_0_37,0,req_347072,ChatGPT
task_Server2_train_0_37,1,req_1100673,GPT-4
task_Server2_train_0_37,2,req_633518,ChatGPT
task_Server2_train_0_37,3,req_790519,ChatGPT
task_Server2_train_0_37,4,req_573380,ChatGPT
task_Server2_train_0_38,0,req_612715,ChatGPT
task_Server2_train_0_38,1,req_113939,ChatGPT
task_Server2_train_0_38,2,req_232653,GPT-4v
task_Server2_train_0_38,3,req_860764,GPT-4v
task_Server2_train_0_38,4,req_441169,GPT-4v
task_Server2_train_0_39,0,req_513459,GPT-4
task_Server2_train_0_39,1,req_168567,ChatGPT
task_Server2_train_0_39,2,req_685060,GPT-4
task_Server2_train_0_39,3,req_1384540,ChatGPT
task_Server2_train_0_39,4,req_1084223,ChatGPT
task_Server2_train_0_40,0,req_942609,ChatGPT
task_Server2_train_0_40,1,req_164197,ChatGPT
task_Server2_train_0_40,2,req_274507,ChatGPT
task_Server2_train_0_40,3,req_1178343,ChatGPT
task_Server2_train_0_40,4,req_175377,GPT-4v
task_Server2_train_0_41,0,req_671148,ChatGPT
task_Server2_train_0_41,1,req_1128958,ChatGPT
task_Server2_train_0_41,2,req_1308178,GPT-4
task_Server2_train_0_41,3,req_901910,ChatGPT
task_Server2_train_0_41,4,req_130607,ChatGPT
task_Server2_train_0_42,0,req_752896,ChatGPT
task_Server2_train_0_42,1,req_28517,GPT-4
task_Server2_train_0_42,2,req_1384693,ChatGPT
task_Server2_train_0_42,3,req_1386530,ChatGPT
task_Server2_train_0_42,4,req_1280006,GPT-4v
task_Server2_train_0_43,0,req_1134138,GPT-4
task_Server2_train_0_43,1,req_1290181,ChatGPT
task_Server2_train_0_43,2,req_749793,GPT-4
task_Server2_train_0_43,3,req_822412,GPT-4v
task_Server2_train_0_43,4,req_888646,ChatGPT
task_Server2_train_0_44,0,req_379269,GPT-4
task_Server2_train_0_44,1,req_765273,ChatGPT
task_Server2_train_0_44,2,req_15549,GPT-4
task_Server2_train_0_44,3,req_174614,ChatGPT
task_Server2_train_0_44,4,req_834244,GPT-4v
task_Server2_train_0_45,0,req_911279,ChatGPT
task_Server2_train_0_45,1,req_1218024,GPT-4
task_Server2_train_0_45,2,req_530449,GPT-4
task_Server2_train_0_45,3,req_124195,GPT-4v
task_Server2_train_0_45,4,req_828819,ChatGPT
task_Server2_train_0_46,0,req_516769,ChatGPT
task_Server2_train_0_46,1,req_1072249,ChatGPT
task_Server2_train_0_46,2,req_785474,GPT-4v
task_Server2_train_0_46,3,req_74082,GPT-4v
task_Server2_train_0_46,4,req_1093443,ChatGPT
task_Server2_train_0_47,0,req_645846,ChatGPT
task_Server2_train_0_47,1,req_642876,GPT-4v
task_Server2_train_0_47,2,req_1179993,ChatGPT
task_Server2_train_0_47,3,req_446044,GPT-4v
task_Server2_train_0_47,4,req_1129144,ChatGPT
task_Server2_train_0_48,0,req_717810,ChatGPT
task_Server2_train_0_48,1,req_248785,ChatGPT
task_Server2_train_0_48,2,req_311353,ChatGPT
task_Server2_train_0_48,3,req_523553,GPT-4v
task_Server2_train_0_48,4,req_979047,ChatGPT
task_Server2_train_0_49,0,req_476476,ChatGPT
task_Server2_train_0_49,1,req_1315429,ChatGPT
task_Server2_train_0_49,2,req_379681,GPT-4
task_Server2_train_0_49,3,req_1189292,ChatGPT
task_Server2_train_0_49,4,req_819918,ChatGPT
task_Server2_train_0_50,0,req_709630,ChatGPT
task_Server2_train_0_50,1,req_477511,ChatGPT
task_Server2_train_0_50,2,req_833723,ChatGPT
task_Server2_train_0_50,3,req_1413829,ChatGPT
task_Server2_train_0_50,4,req_363108,GPT-4v
task_Server2_train_0_51,0,req_177443,ChatGPT
task_Server2_train_0_51,1,req_848968,GPT-4v
task_Server2_train_0_51,2,req_966812,ChatGPT
task_Server2_train_0_51,3,req_1413730,ChatGPT
task_Server2_train_0_51,4,req_1109799,ChatGPT
task_Server2_train_0_52,0,req_1094712,GPT-4
task_Server2_train_0_52,1,req_1223534,GPT-4
task_Server2_train_0_52,2,req_1213961,GPT-4
task_Server2_train_0_52,3,req_929725,ChatGPT
task_Server2_train_0_52,4,req_475140,GPT-4v
task_Server2_train_0_53,0,req_1318933,GPT-4
task_Server2_train_0_53,1,req_1376331,ChatGPT
task_Server2_train_0_53,2,req_273191,GPT-4v
task_Server2_train_0_53,3,req_236568,GPT-4v
task_Server2_train_0_53,4,req_803533,GPT-4v
task_Server2_train_0_54,0,req_1014861,GPT-4
task_Server2_train_0_54,1,req_875404,GPT-4
task_Server2_train_0_54,2,req_1143970,GPT-4
task_Server2_train_0_54,3,req_850091,ChatGPT
task_Server2_train_0_54,4,req_1421651,ChatGPT
task_Server2_train_0_55,0,req_525097,ChatGPT
task_Server2_train_0_55,1,req_84936,ChatGPT
task_Server2_train_0_55,2,req_396400,ChatGPT
task_Server2_train_0_55,3,req_279014,GPT-4v
task_Server2_train_0_55,4,req_718647,GPT-4v
task_Server2_train_0_56,0,req_4197,ChatGPT
task_Server2_train_0_56,1,req_355539,GPT-4
task_Server2_train_0_56,2,req_1282830,ChatGPT
task_Server2_train_0_56,3,req_1002734,GPT-4v
task_Server2_train_0_56,4,req_150777,GPT-4v
task_Server2_train_0_57,0,req_348755,ChatGPT
task_Server2_train_0_57,1,req_1207012,ChatGPT
task_Server2_train_0_57,2,req_1140253,ChatGPT
task_Server2_train_0_57,3,req_1285287,ChatGPT
task_Server2_train_0_57,4,req_1282987,GPT-4v
task_Server2_train_0_58,0,req_1386242,ChatGPT
task_Server2_train_0_58,1,req_338506,ChatGPT
task_Server2_train_0_58,2,req_40629,GPT-4v
task_Server2_train_0_58,3,req_184479,ChatGPT
task_Server2_train_0_58,4,req_465552,ChatGPT
task_Server2_train_0_59,0,req_122090,ChatGPT
task_Server2_train_0_59,1,req_1319664,GPT-4
task_Server2_train_0_59,2,req_1173779,GPT-4
task_Server2_train_0_59,3,req_1212302,GPT-4
task_Server2_train_0_59,4,req_893821,ChatGPT
task_Server2_train_0_60,0,req_1421945,ChatGPT
task_Server2_train_0_60,1,req_759229,ChatGPT
task_Server2_train_0_60,2,req_196337,ChatGPT
task_Server2_train_0_60,3,req_1113596,GPT-4v
task_Server2_train_0_60,4,req_524382,ChatGPT
task_Server2_train_0_61,0,req_685731,GPT-4
task_Server2_train_0_61,1,req_1033249,GPT-4v
task_Server2_train_0_61,2,req_413325,ChatGPT
task_Server2_train_0_61,3,req_292121,ChatGPT
task_Server2_train_0_61,4,req_1306051,ChatGPT
task_Server2_train_0_62,0,req_373740,GPT-4
task_Server2_train_0_62,1,req_1212456,GPT-4
task_Server2_train_0_62,2,req_921223,ChatGPT
task_Server2_train_0_62,3,req_420373,ChatGPT
task_Server2_train_0_62,4,req_679687,GPT-4v
task_Server2_train_0_63,0,req_432684,ChatGPT
task_Server2_train_0_63,1,req_871810,GPT-4
task_Server2_train_0_63,2,req_473640,GPT-4v
task_Server2_train_0_63,3,req_185781,GPT-4v
task_Server2_train_0_63,4,req_144190,GPT-4v
task_Server2_train_0_64,0,req_620658,GPT-4
task_Server2_train_0_64,1,req_1327288,GPT-4v
task_Server2_train_0_64,2,req_165091,GPT-4v
task_Server2_train_0_64,3,req_733317,GPT-4v
task_Server2_train_0_64,4,req_66889,GPT-4v
task_Server2_train_0_65,0,req_1348164,GPT-4
task_Server2_train_0_65,1,req_381438,ChatGPT
task_Server2_train_0_65,2,req_535881,ChatGPT
task_Server2_train_0_65,3,req_873480,GPT-4
task_Server2_train_0_65,4,req_540252,GPT-4v
task_Server2_train_0_66,0,req_151510,ChatGPT
task_Server2_train_0_66,1,req_844019,GPT-4
task_Server2_train_0_66,2,req_1426106,ChatGPT
task_Server2_train_0_66,3,req_1276666,ChatGPT
task_Server2_train_0_66,4,req_388022,ChatGPT
task_Server2_train_0_67,0,req_165378,ChatGPT
task_Server2_train_0_67,1,req_694102,GPT-4
task_Server2_train_0_67,2,req_158736,ChatGPT
task_Server2_train_0_67,3,req_1253856,GPT-4v
task_Server2_train_0_67,4,req_271864,GPT-4v
task_Server2_train_0_68,0,req_1243666,GPT-4
task_Server2_train_0_68,1,req_843625,GPT-4
task_Server2_train_0_68,2,req_1297520,ChatGPT
task_Server2_train_0_68,3,req_827265,GPT-4v
task_Server2_train_0_68,4,req_13112,ChatGPT
task_Server2_train_0_69,0,req_619582,GPT-4
task_Server2_train_0_69,1,req_1221804,GPT-4
task_Server2_train_0_69,2,req_246428,GPT-4v
task_Server2_train_0_69,3,req_388720,ChatGPT
task_Server2_train_0_69,4,req_490625,ChatGPT
task_Server2_train_0_70,0,req_427972,ChatGPT
task_Server2_train_0_70,1,req_1274140,ChatGPT
task_Server2_train_0_70,2,req_915512,ChatGPT
task_Server2_train_0_70,3,req_292597,ChatGPT
task_Server2_train_0_70,4,req_572802,GPT-4v
task_Server2_train_0_71,0,req_110958,ChatGPT
task_Server2_train_0_71,1,req_329792,ChatGPT
task_Server2_train_0_71,2,req_275592,GPT-4v
task_Server2_train_0_71,3,req_861801,GPT-4v
task_Server2_train_0_71,4,req_313461,ChatGPT
task_Server2_train_0_72,0,req_454791,GPT-4
task_Server2_train_0_72,1,req_70095,ChatGPT
